Brand,Product Name,Price,Rating,Number of Ratings,Link,Product Type,Product ID
Paul Mitchell,Travel Size Awapuhi Wild Ginger Styling Treatment Oil,$10.50 ,4.6,152,https://www.ulta.com/p/travel-size-awapuhi-wild-ginger-styling-treatment-oil-pimprod2041444?sku=2614253,Oil,U564
OGX,Thick & Full Biotin & Collagen Weightless Oil Mist,$10.69 ,4.5,298,https://www.ulta.com/p/thick-full-biotin-collagen-weightless-oil-mist-pimprod2030519?sku=2591958,Oil,U565
Coco & Eve,Like A Virgin Miracle Hair Elixir,$29.00 ,4.7,2104,https://www.ulta.com/p/like-a-virgin-miracle-hair-elixir-pimprod2020629?sku=2574773,Oil,U566
OLAPLEX,No.9 Bond Protector Nourishing Hair Serum,$30.00 ,4.5,617,https://www.ulta.com/p/no9-bond-protector-nourishing-hair-serum-pimprod2031995?sku=2596420,Serum,U567
KRISTIN ESS HAIR,Weightless Shine Working Serum for Frizz Taming + Hair Smoothing,$15.00 ,4.6,123,https://www.ulta.com/p/weightless-shine-working-serum-frizz-taming-hair-smoothing-pimprod2023597?sku=2579382,Serum,U568
Living Proof,No Frizz Smooth Styling Serum For Coarse Hair,$36.00 ,4.8,270,https://www.ulta.com/p/no-frizz-smooth-styling-serum-coarse-hair-pimprod2036951?sku=2604511,Serum,U569
Paul Mitchell,Gloss Drops Shine Serum,$26.50 ,4.5,261,https://www.ulta.com/p/gloss-drops-shine-serum-xlsImpprod10271277?sku=2047734,Serum,U570
FEKKAI,Brilliant Gloss Glass Hair Anti-Frizz Serum,$30.00 ,4.8,312,https://www.ulta.com/p/brilliant-gloss-glass-hair-anti-frizz-serum-pimprod2034432?sku=2600787,Serum,U571
OGX,Coconut Milk Anti-Breakage Serum,$10.69 ,4.6,1879,https://www.ulta.com/p/coconut-milk-anti-breakage-serum-xlsImpprod2960061?sku=2204320,Serum,U572
Divi,Scalp Serum,$48.00 - $136.00 ,4.6,12940,https://www.ulta.com/p/scalp-serum-pimprod2035929?sku=2603531,Serum,U573
Paul Mitchell,Super Skinny Serum,$28.50 - $39.00 ,4.7,2984,https://www.ulta.com/p/super-skinny-serum-xlsImpprod10271295?sku=2099334,Serum,U574
Living Proof,Scalp Care Density Serum,$64.00 ,4.7,260,https://www.ulta.com/p/scalp-care-density-serum-pimprod2044632?sku=2621592,Serum,U575
Matrix,Food For Soft Multi-Use Hair Oil Serum,$31.00 ,4.7,462,https://www.ulta.com/p/food-soft-multi-use-hair-oil-serum-pimprod2038909?sku=2609299,Serum,U576
SEEN,Magic Serum - Fragrance Free,$36.00 ,4.5,238,https://www.ulta.com/p/magic-serum-fragrance-free-pimprod2030779?sku=2594153,Serum,U577
Bondi Boost,Procapil Hair Tonic Scalp Serum for Thinning Hair,$22.00 ,4.7,1923,https://www.ulta.com/p/procapil-hair-tonic-scalp-serum-thinning-hair-pimprod2014475?sku=2564038,Serum,U578
Pacifica,Scalp Love Rosemary Mint Serum,$14.00 ,4.5,308,https://www.ulta.com/p/scalp-love-rosemary-mint-serum-pimprod2014379?sku=2560501,Serum,U579
Paul Mitchell,Travel Size Smoothing Super Skinny Serum,$10.50 ,4.7,2984,https://www.ulta.com/p/travel-size-smoothing-super-skinny-serum-xlsImpprod10271293?sku=2099333,Serum,U580
L'anza,Healing Strength Neem Plant Silk Serum,$47.00 ,4.9,135,https://www.ulta.com/p/healing-strength-neem-plant-silk-serum-xlsImpprod10112010?sku=2121845,Serum,U581
Virtue,Damage Reverse Hair Serum,$60.00 ,4.8,225,https://www.ulta.com/p/damage-reverse-hair-serum-pimprod2044277?sku=2621864,Serum,U582
Kenra Professional,Triple Repair Split End Mending Serum,$25.00 ,4.6,885,https://www.ulta.com/p/triple-repair-split-end-mending-serum-pimprod2042817?sku=2614496,Serum,U583
Bumble and bumble,Bond-Building Repair Hair Oil Serum,$45.00 ,4.7,246,https://www.ulta.com/p/bond-building-repair-hair-oil-serum-pimprod2037670?sku=2604044,Serum,U584
Color Wow,Curl Flo-etry Vital Natural Serum,$30.00 ,4.5,199,https://www.ulta.com/p/curl-flo-etry-vital-natural-serum-pimprod2044133?sku=2607935,Serum,U585
Biolage,Scalp Sync Oil Balancing Serum,$26.00 ,4.6,263,https://www.ulta.com/p/scalp-sync-oil-balancing-serum-pimprod2044105?sku=2620871,Serum,U586
Biolage,Smooth Proof Serum,$26.00 ,4.5,832,https://www.ulta.com/p/smooth-proof-serum-xlsImpprod10141016?sku=2273917,Serum,U587
Keranique,Follicle Boosting Serum,$29.00 ,4.6,217,https://www.ulta.com/p/follicle-boosting-serum-pimprod2038657?sku=2608405,Serum,U588
Alterna,Caviar Anti-Aging Restructuring Bond Repair 3-in-1 Sealing Serum,$38.00 ,4.6,157,https://www.ulta.com/p/caviar-anti-aging-restructuring-bond-repair-3-in-1-sealing-serum-pimprod2000563?sku=2534626,Serum,U589
Bondi Boost,Rapid Repair Serum for Damaged Hair,$28.00 ,4.7,903,https://www.ulta.com/p/rapid-repair-serum-damaged-hair-pimprod2014477?sku=2564044,Serum,U590
L'Oréal,Elvive Hyaluron Plump Moisture Plump Serum,$8.99 ,4.7,127,https://www.ulta.com/p/elvive-hyaluron-plump-moisture-plump-serum-pimprod2036341?sku=2602653,Serum,U591
PATTERN,Scalp Serum,$28.00 ,4.5,503,https://www.ulta.com/p/scalp-serum-pimprod2022657?sku=2579064,Serum,U592
L'Oréal,Elvive Dream Lengths Frizz Killer Serum Leave-In,$8.99 ,4.6,102,https://www.ulta.com/p/elvive-dream-lengths-frizz-killer-serum-leave-in-pimprod2042894?sku=2621584,Serum,U593
Kenra Professional,Platinum Color Charge Spray Serum,$25.00 ,4.5,136,https://www.ulta.com/p/platinum-color-charge-spray-serum-xlsImpprod15301017?sku=2502518,Serum,U594
Virtue,Fortifying Hair Repair Split End Serum,$42.00 ,4.6,171,https://www.ulta.com/p/fortifying-hair-repair-split-end-serum-pimprod2021752?sku=2577871,Serum,U595
Sebastian,Penetraitt Overnight Repair Serum with Hyaluronic Acid,$42.00 ,4.5,259,https://www.ulta.com/p/penetraitt-overnight-repair-serum-with-hyaluronic-acid-pimprod2040047?sku=2611929,Serum,U596
Better Not Younger,Super Power Fortifying Hair & Scalp Serum Duo,$64.00 ,4.5,144,https://www.ulta.com/p/super-power-fortifying-hair-scalp-serum-duo-pimprod2026703?sku=2585648,Serum,U597
Alterna,Caviar Anti-Aging Infinite Color Hold Dual-Use Serum,$37.00 ,4.6,102,https://www.ulta.com/p/caviar-anti-aging-infinite-color-hold-dual-use-serum-pimprod2000198?sku=2534339,Serum,U598
Curlsmith,Full Lengths Density Elixir,$39.00 ,4.5,374,https://www.ulta.com/p/full-lengths-density-elixir-pimprod2002197?sku=2541544,Serum,U599
PATTERN,Styling Custard Gel,$28.00 ,4.7,218,https://www.ulta.com/p/styling-custard-gel-pimprod2027177?sku=2586187,Custard,U600
Mielle,Pomegranate & Honey Coil Sculpting Custard,$13.99 ,4.7,1587,https://www.ulta.com/p/pomegranate-honey-coil-sculpting-custard-pimprod2032137?sku=2595078,Custard,U601
PATTERN,Curl Gel,$28.00 - $49.00 ,4.5,1477,https://www.ulta.com/p/curl-gel-pimprod2016693?sku=2565555,Gel,U602
Got 2b,Glued Brow & Edge Gel,$8.49 ,4.5,123,https://www.ulta.com/p/glued-brow-edge-gel-pimprod2042409?sku=2615387,Gel,U603
Matrix,A Curl Can Dream Light Hold Gel,$23.00 ,4.5,437,https://www.ulta.com/p/a-curl-can-dream-light-hold-gel-pimprod2026755?sku=2586594,Gel,U604
Paul Mitchell,Extra-Body Flexible Sculpting Gel,$15.00 - $27.50 ,4.5,170,https://www.ulta.com/p/extra-body-flexible-sculpting-gel-11531?sku=6025595,Gel,U605
Kenra Professional,Styling Gel 17,$19.00 ,4.6,231,https://www.ulta.com/p/styling-gel-17-xlsImpprod6370181?sku=2103584,Gel,U606
Redken,Sculpting Curl Gel,$32.00 ,4.5,653,https://www.ulta.com/p/sculpting-curl-gel-pimprod2044867?sku=2622383,Gel,U607
American Crew,Firm Hold Styling Gel,$17.50 - $34.00 ,4.7,114,https://www.ulta.com/p/firm-hold-styling-gel-xlsImpprod10271100?sku=2264815,Gel,U608
PATTERN,Styling Custard Gel,$28.00 ,4.7,218,https://www.ulta.com/p/styling-custard-gel-pimprod2027177?sku=2586187,Gel,U609
Paul Mitchell,Flexible Style Super Sculpt Gel,$28.50 ,4.7,108,https://www.ulta.com/p/flexible-style-super-sculpt-gel-xlsImpprod10271233?sku=2047441,Gel,U610
Nioxin,Hair Thickening Gel,$21.00 ,4.5,125,https://www.ulta.com/p/hair-thickening-gel-pimprod2044580?sku=2623072,Gel,U611
Sexy Hair,Style Sexy Hair Hard Up Hard Holding Gel,$21.95 ,4.7,272,https://www.ulta.com/p/style-sexy-hair-hard-up-hard-holding-gel-xlsImpprod5770185?sku=2262243,Gel,U612
Sexy Hair,Style Sexy Hair Hard Up Holding Gel,$36.95 ,4.7,272,https://www.ulta.com/p/style-sexy-hair-hard-up-holding-gel-pimprod2006720?sku=2550519,Gel,U613
BREAD BEAUTY SUPPLY,Hair Gel: Long-Wear Curl Capturing Gloss,$26.00 ,4.6,178,https://www.ulta.com/p/hair-gel-long-wear-curl-capturing-gloss-pimprod2040122?sku=2615007,Gel,U614
Mielle,Rosemary Mint Strengthening Edge Gel,$7.99 ,4.5,940,https://www.ulta.com/p/rosemary-mint-strengthening-edge-gel-pimprod2038646?sku=2607703,Gel,U615
PATTERN,Travel Size Curl Gel,$12.00 ,4.5,1477,https://www.ulta.com/p/travel-size-curl-gel-pimprod2016694?sku=2565546,Gel,U616
Ouidad,Coil Infusion Good Shape Defining Gel,$30.00 ,4.5,141,https://www.ulta.com/p/coil-infusion-good-shape-defining-gel-pimprod2024661?sku=2579275,Gel,U617
IGK,Good Spin Flexible Curl Defining Gelee,$29.00 ,4.5,536,https://www.ulta.com/p/good-spin-flexible-curl-defining-gelee-pimprod2033473?sku=2599030,Gel,U618
Sexy Hair,Travel Size Style Sexy Hair Hard Up Hard Holding Gel,$10.00 ,4.7,272,https://www.ulta.com/p/travel-size-style-sexy-hair-hard-up-hard-holding-gel-xlsImpprod5770183?sku=2262242,Gel,U619
Kenra Professional,Volume Mousse Extra 17,$21.00 ,4.5,618,https://www.ulta.com/p/volume-mousse-extra-17-xlsImpprod6370169?sku=2084031,Mousse,U620
Paul Mitchell,Flexible Style Sculpting Foam,$16.50 - $29.50 ,4.5,431,https://www.ulta.com/p/flexible-style-sculpting-foam-xlsImpprod10271227?sku=6021136,Mousse,U621
Kenra Professional,Platinum Thickening Mousse,$25.00 ,4.5,269,https://www.ulta.com/p/platinum-thickening-mousse-xlsImpprod6481095?sku=2271664,Mousse,U622
Sexy Hair,Big Sexy Hair Root Pump Plus Humidity Resistant Volumizing Spray Mousse,$22.95 ,4.5,1188,https://www.ulta.com/p/big-sexy-hair-root-pump-plus-humidity-resistant-volumizing-spray-mousse-xlsImpprod4270021?sku=2558774,Mousse,U623
Paul Mitchell,Extra-Body Sculpting & Volumizing Foam,$16.50 - $29.50 ,4.5,396,https://www.ulta.com/p/extra-body-sculpting-volumizing-foam-7885?sku=6025592,Mousse,U624
Living Proof,Full Texturizing Foam,$18.00 - $32.00 ,4.7,208,https://www.ulta.com/p/full-texturizing-foam-pimprod2039731?sku=2609971,Mousse,U625
Virtue,Thickening & Volumizing Mousse For Fine or Flat Hair,$40.00 ,4.7,302,https://www.ulta.com/p/thickening-volumizing-mousse-fine-flat-hair-pimprod2021745?sku=2577995,Mousse,U626
Mielle,Pomegranate & Honey Curl Defining Mousse With Hold,$10.99 ,4.7,464,https://www.ulta.com/p/pomegranate-honey-curl-defining-mousse-with-hold-pimprod2036265?sku=2603783,Mousse,U627
L'ange,Whip Volumizing Mousse,$30.00 ,4.9,4356,https://www.ulta.com/p/whip-volumizing-mousse-pimprod2016828?sku=2567593,Mousse,U628
Sexy Hair,Big Sexy Hair Root Pump Volumizing Spray Mousse,$22.95 ,4.5,421,https://www.ulta.com/p/big-sexy-hair-root-pump-volumizing-spray-mousse-xlsImpprod4270017?sku=2558480,Mousse,U629
Paul Mitchell,Paul Mitchell Soft Style Foaming Pommade,$20.00 - $28.50 ,4.8,151,https://www.ulta.com/p/paul-mitchell-soft-style-foaming-pommade-xlsImpprod10271297?sku=6026494,Mousse,U630
Paul Mitchell,Travel Size Flexible Style Sculpting Foam,$9.50 ,4.5,431,https://www.ulta.com/p/travel-size-flexible-style-sculpting-foam-xlsImpprod10271225?sku=6021572,Mousse,U631
Paul Mitchell,Travel Size Extra-Body Sculpting Foam,$9.00 ,4.5,396,https://www.ulta.com/p/travel-size-extra-body-sculpting-foam-xlsImpprod12711101?sku=6025590,Mousse,U632
Alterna,Caviar Anti-Aging Multiplying Volume Styling Mousse,$33.00 ,4.7,115,https://www.ulta.com/p/caviar-anti-aging-multiplying-volume-styling-mousse-pimprod2000187?sku=2534335,Mousse,U633
Matrix,Setter Mousse,$23.00 ,4.5,140,https://www.ulta.com/p/setter-mousse-pimprod2039108?sku=2608279,Mousse,U634
Wella,EIMI Nutricurls Soft Twirl Anti-Frizz Styling Foam,$22.10 ,4.5,115,https://www.ulta.com/p/eimi-nutricurls-soft-twirl-anti-frizz-styling-foam-pimprod2008404?sku=2550677,Mousse,U635
Curlsmith,Curl Quenching Conditioning Wash,$26.00 - $56.00 ,4.6,2296,https://www.ulta.com/p/curl-quenching-conditioning-wash-xlsImpprod17391105?sku=2524536,Co-Wash,U636
Matrix,A Curl Can Dream Co-Wash,$20.00 ,4.5,191,https://www.ulta.com/p/a-curl-can-dream-co-wash-pimprod2026750?sku=2586591,Co-Wash,U637
Living Proof,No Frizz Smooth Styling Spray for Fine Hair,$40.00 ,4.8,273,https://www.ulta.com/p/no-frizz-smooth-styling-spray-fine-hair-pimprod2036950?sku=2604508,Styling Leave-In Spray,U638
FEKKAI,Super Strength+ Protein Powerbond Mist,$30.00 ,4.8,133,https://www.ulta.com/p/super-strength-protein-powerbond-mist-pimprod2034431?sku=2600786,Styling Leave-In Spray,U639
Joico,K-PAK Color Therapy Luster Lock Spray,$27.00 ,4.6,217,https://www.ulta.com/p/k-pak-color-therapy-luster-lock-spray-pimprod2018486?sku=2563133,Styling Leave-In Spray,U640
Curlsmith,Miracle Shield,$28.00 ,4.6,567,https://www.ulta.com/p/miracle-shield-pimprod2031717?sku=2594016,Styling Leave-In Spray,U641
Drunk Elephant,Wild Marula Tangle Spray,$27.00 ,4.5,247,https://www.ulta.com/p/wild-marula-tangle-spray-pimprod2028049?sku=2588461,Styling Leave-In Spray,U642
Matrix,So Silver All-In-One Toning Leave-In Spray,$25.00 ,4.6,140,https://www.ulta.com/p/so-silver-all-in-one-toning-leave-in-spray-pimprod2032965?sku=2594920,Styling Leave-In Spray,U643
Redken,All Soft Moisture Restore Leave-In Treatment with Hyaluronic Acid,$30.00 ,4.7,670,https://www.ulta.com/p/all-soft-moisture-restore-leave-in-treatment-with-hyaluronic-acid-pimprod2035364?sku=2601446,Leave-In Treatment,U644
Redken,All Soft Mega Curls Hydramelt Leave-In Treatment,$30.00 ,4.6,455,https://www.ulta.com/p/all-soft-mega-curls-hydramelt-leave-in-treatment-pimprod2038014?sku=2609292,Leave-In Treatment,U645
Color Wow,Dream Cocktail Coconut-Infused Leave-In Treatment,$26.00 ,4.7,1489,https://www.ulta.com/p/dream-cocktail-coconut-infused-leave-in-treatment-xlsImpprod14021219?sku=2301947,Leave-In Treatment,U646
Redken,Acidic Bonding Curls Silicone-Free Leave-In Treatment,$33.00 ,4.6,606,https://www.ulta.com/p/acidic-bonding-curls-silicone-free-leave-in-treatment-pimprod2045233?sku=2622381,Leave-In Treatment,U647
Color Wow,Dream Cocktail Carb-Infused Leave-In Treatment,$26.00 ,4.5,2917,https://www.ulta.com/p/dream-cocktail-carb-infused-leave-in-treatment-xlsImpprod14021221?sku=2301948,Leave-In Treatment,U648
Color Wow,Dream Cocktail Kale-Infused Leave-In Treatment,$26.00 ,4.8,1944,https://www.ulta.com/p/dream-cocktail-kale-infused-leave-in-treatment-xlsImpprod14021223?sku=2301949,Leave-In Treatment,U649
Sexy Hair,Healthy Sexy Hair So You Want It All Leave-In Treatment,$22.95 ,4.7,118,https://www.ulta.com/p/healthy-sexy-hair-so-you-want-it-all-leave-in-treatment-xlsImpprod17671253?sku=2520197,Leave-In Treatment,U650
Redken,One United Multi-Benefit Treatment Spray,$30.00 - $44.00 ,4.5,2499,https://www.ulta.com/p/one-united-multi-benefit-treatment-spray-xlsImpprod12541003?sku=2290071,Leave-In Treatment,U651
Chi,Silk Infusion Silk Reconstructing Complex,$34.25 - $57.50 ,4.7,807,https://www.ulta.com/p/silk-infusion-silk-reconstructing-complex-xlsImpprod4730019?sku=2113783,Leave-In Treatment,U652
Biosilk,Silk Therapy Original,$32.50 - $57.50 ,4.7,593,https://www.ulta.com/p/silk-therapy-original-xlsImpprod6480302?sku=2271941,Leave-In Treatment,U653
L'anza,Healing ColorCare Trauma Treatment,$38.00 ,4.7,167,https://www.ulta.com/p/healing-colorcare-trauma-treatment-xlsImpprod10112008?sku=2116873,Leave-In Treatment,U654
Redken,Travel Size One United Multi-Benefit Treatment Spray,$14.00 ,4.5,2499,https://www.ulta.com/p/travel-size-one-united-multi-benefit-treatment-spray-xlsImpprod12541001?sku=2290072,Leave-In Treatment,U655
Briogeo,"Don't Despair, Repair! Moisture + Damage Defense Leave-In Hair Treatment",$29.00 ,4.8,132,https://www.ulta.com/p/dont-despair-repair-moisture-damage-defense-leave-in-hair-treatment-pimprod2040363?sku=2614302,Leave-In Treatment,U656
Chi,Travel Size Silk Infusion Silk Reconstructing Complex,$19.25 ,4.7,807,https://www.ulta.com/p/travel-size-silk-infusion-silk-reconstructing-complex-xlsImpprod4730017?sku=2113782,Leave-In Treatment,U657
Not Your Mother's,Tough Love Bonding Leave-In Protector,$14.99 ,4.5,122,https://www.ulta.com/p/tough-love-bonding-leave-in-protector-pimprod2039911?sku=2610910,Leave-In Treatment,U658
Chi,Keratin Silk Infusion Keratin and Silk Reconstructing Complex,$35.50 ,4.7,229,https://www.ulta.com/p/keratin-silk-infusion-keratin-silk-reconstructing-complex-xlsImpprod5180369?sku=2257651,Leave-In Treatment,U659
Biosilk,Travel Size Silk Therapy Original,$19.50 ,4.7,593,https://www.ulta.com/p/travel-size-silk-therapy-original-xlsImpprod6480300?sku=2271940,Leave-In Treatment,U660
Nexxus,Amino Bond Intense Bonding Treatment,$17.99 ,4.6,473,https://www.ulta.com/p/amino-bond-intense-bonding-treatment-pimprod2044015?sku=2617642,Leave-In Treatment,U661
Odele,Leave-In Detangling Tonic,$11.99 ,4.7,215,https://www.ulta.com/p/leave-in-detangling-tonic-pimprod2043120?sku=2617799,Leave-In Treatment,U662
NatureLab. Tokyo,Perfect Repair Leave In Treatment,$19.00 ,4.7,311,https://www.ulta.com/p/perfect-repair-leave-in-treatment-pimprod2014978?sku=2564258,Leave-In Treatment,U663
Sexy Hair,Healthy Sexy Hair Core Flex Anti-Breakage Leave-In Reconstructor,$20.95 ,4.7,143,https://www.ulta.com/p/healthy-sexy-hair-core-flex-anti-breakage-leave-in-reconstructor-xlsImpprod14591015?sku=2577281,Leave-In Treatment,U664
Living Proof,Triple Bond Complex Leave-In Hair Treatment,$20.00 - $45.00 ,4.6,465,https://www.ulta.com/p/triple-bond-complex-leave-in-hair-treatment-pimprod2034628?sku=2600419,Leave-In Treatment,U665
Redken,Extreme Play Safe Heat Protectant and Damage Repair Treatment,$30.00 ,4.5,366,https://www.ulta.com/p/extreme-play-safe-heat-protectant-damage-repair-treatment-pimprod2008506?sku=2580471,Leave-In Treatment,U666
Pravana,Intense Therapy Leave-In Treatment,$21.99 ,4.5,870,https://www.ulta.com/p/intense-therapy-leave-in-treatment-xlsImpprod6500349?sku=2274301,Leave-In Treatment,U667
Alterna,Bond Repair Intensive Leave-In Treatment Masque,$55.00 ,4.9,116,https://www.ulta.com/p/bond-repair-intensive-leave-in-treatment-masque-pimprod2040925?sku=2614587,Leave-In Treatment,U668
Kenra Professional,AllCurl Hydrating Leave-In,$19.00 ,4.8,114,https://www.ulta.com/p/allcurl-hydrating-leave-in-pimprod2034412?sku=2600771,Leave-In Treatment,U669
Joico,K-PAK Color Therapy Luster Lock,$27.00 - $38.50 ,4.7,286,https://www.ulta.com/p/k-pak-color-therapy-luster-lock-pimprod2018484?sku=2563139,Rinse-Out Treatment,U670
Paul Mitchell,Awapuhi Wild Ginger Intensive Treatment,$35.50 - $83.00 ,4.7,127,https://www.ulta.com/p/awapuhi-wild-ginger-intensive-treatment-pimprod2041443?sku=2614252,Rinse-Out Treatment,U671
Bumble and bumble,Bond-Building Repair Treatment,$38.00 ,4.8,122,https://www.ulta.com/p/bond-building-repair-treatment-pimprod2021387?sku=2574728,Rinse-Out Treatment,U672
SheaMoisture,Manuka Honey & Yogurt Hydrate + Repair Protein-Strong Treatment,$12.49 ,4.5,768,https://www.ulta.com/p/manuka-honey-yogurt-hydrate-repair-protein-strong-treatment-xlsImpprod17711005?sku=2521655,Rinse-Out Treatment,U673
Redken,Travel Size Acidic Bonding Concentrate Intensive Treatment for Damaged Hair,$13.00 ,4.5,3185,https://www.ulta.com/p/travel-size-acidic-bonding-concentrate-intensive-treatment-damaged-hair-pimprod2032107?sku=2594678,Rinse-Out Treatment,U674
Pureology,Hydrate Soft Softening Treatment,$44.00 ,4.6,325,https://www.ulta.com/p/hydrate-soft-softening-treatment-pimprod2019247?sku=2569495,Rinse-Out Treatment,U675
Kitsch,Bond Repair Solid Treatment Bar,$19.00 ,4.7,228,https://www.ulta.com/p/bond-repair-solid-treatment-bar-pimprod2040953?sku=2614370,Rinse-Out Treatment,U676
Biolage,Bond Therapy Intensive Treatment,$28.00 ,4.5,461,https://www.ulta.com/p/bond-therapy-intensive-treatment-pimprod2041084?sku=2614279,Rinse-Out Treatment,U677
Not Your Mother's,Tough Love Intense Bonding Treatment,$14.99 ,4.7,320,https://www.ulta.com/p/tough-love-intense-bonding-treatment-pimprod2039908?sku=2610915,Rinse-Out Treatment,U678
Kenra Professional,Platinum Restorative Reconstructor,$30.00 ,4.6,101,https://www.ulta.com/p/platinum-restorative-reconstructor-pimprod2005329?sku=2543737,Rinse-Out Treatment,U679
Paul Mitchell,Travel Size Awapuhi Wild Ginger Intensive Treatment,$21.00 ,4.7,127,https://www.ulta.com/p/travel-size-awapuhi-wild-ginger-intensive-treatment-pimprod2041442?sku=2614250,Rinse-Out Treatment,U680
Bumble and bumble,Travel Size Bond-Building Repair Treatment,$19.00 ,4.8,122,https://www.ulta.com/p/travel-size-bond-building-repair-treatment-pimprod2021545?sku=2576087,Rinse-Out Treatment,U681
Briogeo,"Don't Despair, Repair! Rice Water Protein + Moisture Strengthening Hair Treatment",$44.00 ,4.7,208,https://www.ulta.com/p/dont-despair-repair-rice-water-protein-moisture-strengthening-hair-treatment-pimprod2034488?sku=2600268,Rinse-Out Treatment,U682
Chi,Infra Therma Protective Treatment,$18.50 - $37.00 ,4.6,131,https://www.ulta.com/p/infra-therma-protective-treatment-xlsImpprod4730005?sku=2113777,Rinse-Out Treatment,U683
Carol's Daughter,Born To Repair 60-Second Moisture Treatment With Shea Butter,$13.99 ,4.6,433,https://www.ulta.com/p/born-repair-60-second-moisture-treatment-with-shea-butter-pimprod2038831?sku=2609867,Rinse-Out Treatment,U684
