Product Name,Brand,Price,Rating,Number of Ratings,Link,Product Type,Product ID
"philosophy Amazing Grace Shampoo, Bath & Shower Gel - 16 fl oz - Ulta Beauty",philosophy,$35.00,4.7,2360,https://www.target.com/p/philosophy-amazing-grace-shampoo-bath-38-shower-gel-16-fl-oz-ulta-beauty/-/A-82725595#lnk=sametab,Shampoo,T103
Tea Tree Special Shampoo - Shampoo,Tea Tree,$17.99 - $45.00,4.7,1801,https://www.target.com/p/tea-tree-special-shampoo-shampoo/-/A-91526610?preselect=89596962#lnk=sametab,Shampoo,T104
Awapuhi Shampoo Original - Shampoo,Paul Mitchell,$14.59 - $30.99,4.6,417,https://www.target.com/p/awapuhi-shampoo-original-shampoo/-/A-91526600?preselect=89596987#lnk=sametab,Shampoo,T105
Shampoo One - Shampoo,Paul Mitchell,$14.59 - $30.99,4.7,164,https://www.target.com/p/shampoo-one-shampoo/-/A-91526602?preselect=89596983#lnk=sametab,Shampoo,T106
Keranique Volumizing Follicle Strengthening Shampoo - 8 fl oz,Keranique,$23.99,4.7,545,https://www.target.com/p/keranique-volumizing-follicle-strengthening-shampoo-8-fl-oz/-/A-89382979#lnk=sametab,Shampoo,T107
Head & Shoulders 2-in-1 Anti Dandruff Shampoo & Conditioner with Tea Tree Oil for Dry Scalp,Head & Shoulders,$5.99 - $11.49,4.7,1062,https://www.target.com/p/head-shoulders-2-in-1-anti-dandruff-shampoo-conditioner-with-tea-tree-oil-for-dry-scalp/-/A-88412832?preselect=80120260#lnk=sametab,Shampoo,T108
"philosophy Fresh Cream Shampoo, Bath & Shower Gel - 16 fl oz - Ulta Beauty",philosophy,$24.00,4.6,1465,https://www.target.com/p/philosophy-fresh-cream-shampoo-bath-38-shower-gel-16-fl-oz-ulta-beauty/-/A-82568185#lnk=sametab,Shampoo,T109
The Doux Press Rewind Curl Retention Shampoo - 16 fl oz,The Doux,$16.99,4.6,127,https://www.target.com/p/the-doux-press-rewind-curl-retention-shampoo-16-fl-oz/-/A-89325528#lnk=sametab,Shampoo,T110
Eva NYC Tone It Down Blonde Shampoo - 8.8 fl oz,Eva NYC,$12.99,4.5,2858,https://www.target.com/p/eva-nyc-tone-it-down-blonde-shampoo-8-8-fl-oz/-/A-80140235#lnk=sametab,Shampoo,T111
VERB Ghost Shampoo - Ulta Beauty,VERB,$9.00 - $20.00,4.8,1906,https://www.target.com/p/verb-ghost-shampoo-ulta-beauty/-/A-90311639?preselect=87950774#lnk=sametab,Shampoo,T112
VERB Dry Shampoo - Dark - 5 fl oz - Ulta Beauty,VERB,$20.00,4.6,552,https://www.target.com/p/verb-dry-shampoo-dark-5-fl-oz-ulta-beauty/-/A-90291049#lnk=sametab,Shampoo,T113
VERB Dry Shampoo - Light - 5 fl oz -Ulta Beauty,VERB,$20.00,4.7,518,https://www.target.com/p/verb-dry-shampoo-light-5-fl-oz-ulta-beauty/-/A-90291047#lnk=sametab,Shampoo,T114
Function of Beauty Straight Jumbo Shampoo - 22 fl oz,Function of Beauty,$16.99,4.5,770,https://www.target.com/p/function-of-beauty-straight-jumbo-shampoo-22-fl-oz/-/A-89198179#lnk=sametab,Shampoo,T115
Pura d'or Hair Thinning Therapy Shampoo,Pura d'or,$14.99 - $23.99,4.5,214,https://www.target.com/p/pura-d-or-hair-thinning-therapy-shampoo/-/A-85961940?preselect=53264120#lnk=sametab,Shampoo,T116
hers Full Volume Shampoo - 6.4 fl oz,hers,$14.99,4.5,145,https://www.target.com/p/hers-full-volume-shampoo-6-4-fl-oz/-/A-88940464#lnk=sametab,Shampoo,T117
Head & Shoulders Dry Scalp Care 2-in-1 Anti-Dandruff Shampoo and Conditioner with Almond Oil - 28.2 fl oz,Head & Shoulders,$11.49,4.5,253,https://www.target.com/p/head-38-shoulders-dry-scalp-care-2-in-1-anti-dandruff-shampoo-and-conditioner-with-almond-oil-28-2-fl-oz/-/A-16601935#lnk=sametab,Shampoo,T118
Garnier Fructis Hair Fillers Moisture Repair Shampoo for Curly Hair - 10.1 fl oz,Garnier,$8.99,4.6,368,https://www.target.com/p/garnier-fructis-hair-fillers-moisture-repair-shampoo-for-curly-hair-10-1-fl-oz/-/A-89220335#lnk=sametab,Shampoo,T119
"John Frieda ULTRAFiller+ Thickening Shampoo for Fine Hair, Volumizing Shampoo, Biotin and Hyaluronic Acid Hair Thickening Shampoo - 8.3 fl oz",John Frieda,$10.99,4.5,372,https://www.target.com/p/john-frieda-ultrafiller-thickening-shampoo-for-fine-hair-volumizing-shampoo-biotin-and-hyaluronic-acid-hair-thickening-shampoo-8-3-fl-oz/-/A-89171231#lnk=sametab,Shampoo,T120
Hask Coconut Oil Nourishing Shampoo - 12 fl oz,Hask,$5.29,4.5,531,https://www.target.com/p/hask-coconut-oil-nourishing-shampoo-12-fl-oz/-/A-75563446#lnk=sametab,Shampoo,T121
Head & Shoulders Clinical Dandruff Defense Sensitive Shampoo - 13.5 fl oz,Head & Shoulders,$9.99,4.6,196,https://www.target.com/p/head-38-shoulders-clinical-dandruff-defense-sensitive-shampoo-13-5-fl-oz/-/A-83206650#lnk=sametab,Shampoo,T122
Urban Hydration Health & Repair Shampoo - 16.9 fl oz,Urban Hydration,$10.99,4.6,161,https://www.target.com/p/urban-hydration-health-38-repair-shampoo-16-9-fl-oz/-/A-76153555#lnk=sametab,Shampoo,T123
Head & Shoulders Smooth & Silky 2-in-1 Anti Dandruff Shampoo & Conditioner for Dry Scalp,Head & Shoulders,$11.49,4.7,242,https://www.target.com/p/head-shoulders-smooth-silky-2-in-1-anti-dandruff-shampoo-conditioner-for-dry-scalp/-/A-88412834?preselect=52475977#lnk=sametab,Shampoo,T124
Tresemme Cruelty-free Keratin Repair Shampoo for Damaged Hair - 28 fl oz,Tresemme,$5.99,4.6,151,https://www.target.com/p/tresemme-cruelty-free-keratin-repair-shampoo-for-damaged-hair-28-fl-oz/-/A-86675670#lnk=sametab,Shampoo,T125
"Head & Shoulders Dandruff Shampoo, Anti-Dandruff Treatment, Deep Scalp Cleanse for Daily Use, Paraben Free - 12.5 fl oz",Head & Shoulders,$6.29,4.8,339,https://www.target.com/p/head-38-shoulders-dandruff-shampoo-anti-dandruff-treatment-deep-scalp-cleanse-for-daily-use-paraben-free-12-5-fl-oz/-/A-86675579#lnk=sametab,Shampoo,T126
African Pride Moisture Miracle Aloe and Coconut Water Detangle and Condition Pre-Shampoo - 12 fl oz,African Pride,$4.99,4.8,153,https://www.target.com/p/african-pride-moisture-miracle-aloe-and-coconut-water-detangle-and-condition-pre-shampoo-12-fl-oz/-/A-83557168#lnk=sametab,Shampoo,T127
"Head & Shoulders Dandruff Shampoo, Anti-Dandruff Treatment, Classic Clean for Daily Use, Paraben-Free - 20.7 fl oz",Head & Shoulders,$8.99,4.5,1715,https://www.target.com/p/head-38-shoulders-dandruff-shampoo-anti-dandruff-treatment-classic-clean-for-daily-use-paraben-free-20-7-fl-oz/-/A-13509027#lnk=sametab,Shampoo,T128
"Head & Shoulders Dandruff Shampoo, Anti-Dandruff Treatment, Shea Butter for Daily Use, Paraben-Free - 12.5 fl oz",Head & Shoulders,$6.29,4.7,338,https://www.target.com/p/head-38-shoulders-dandruff-shampoo-anti-dandruff-treatment-shea-butter-for-daily-use-paraben-free-12-5-fl-oz/-/A-86675584#lnk=sametab,Shampoo,T129
Pantene Pro-V Daily Moisture Renewal Shampoo - 3.38 fl oz,Pantene,$1.59,4.5,1007,https://www.target.com/p/pantene-pro-v-daily-moisture-renewal-shampoo-3-38-fl-oz/-/A-50616076#lnk=sametab,Shampoo,T130
Tresemme Shampoo for Transforming Unruly Hair Keratin Smooth Formulated with Lamellar-Discipline - 28 fl oz,Tresemme,$5.99,4.6,127,https://www.target.com/p/tresemme-shampoo-for-transforming-unruly-hair-keratin-smooth-formulated-with-lamellar-discipline-28-fl-oz/-/A-86675621#lnk=sametab,Shampoo,T131
Native Coconut & Vanilla Moisturizing Shampoo - 3 fl oz,Native,$3.49,4.7,136,https://www.target.com/p/native-coconut-38-vanilla-moisturizing-shampoo-3-fl-oz/-/A-89526116#lnk=sametab,Shampoo,T132
Head & Shoulders Aloe Vera 2-in-1 Anti Dandruff Shampoo and Conditioner - 12.5 fl oz,Head & Shoulders,$5.99,4.8,404,https://www.target.com/p/head-38-shoulders-aloe-vera-2-in-1-anti-dandruff-shampoo-and-conditioner-12-5-fl-oz/-/A-89170352#lnk=sametab,Shampoo,T133
Tresemme Cruelty-Free Keratin Smooth Color Sulfate-Free Shampoo for Color-Treated Hair Formulated With Anti-Fade Technology - 28oz,Tresemme,$5.99,4.5,179,https://www.target.com/p/tresemme-cruelty-free-keratin-smooth-color-sulfate-free-shampoo-for-color-treated-hair-formulated-with-anti-fade-technology-28oz/-/A-86675675#lnk=sametab,Shampoo,T134
Head & Shoulders Royal Oils Anti Dandruff Scalp Care Shampoo Sulfate Free - 12.8 fl oz,Head & Shoulders,$7.39,4.7,149,https://www.target.com/p/head-38-shoulders-royal-oils-anti-dandruff-scalp-care-shampoo-sulfate-free-12-8-fl-oz/-/A-89170350#lnk=sametab,Shampoo,T135
Head & Shoulders Avocado Oil 2-in-1 Anti Dandruff Shampoo and Conditioner - 12.5 fl oz,Head & Shoulders,$5.99,4.7,200,https://www.target.com/p/head-38-shoulders-avocado-oil-2-in-1-anti-dandruff-shampoo-and-conditioner-12-5-fl-oz/-/A-89170351#lnk=sametab,Shampoo,T136
L'Oreal Paris EverPure Silver Care Shampoo for Gray Hair - 8.5 fl oz,L'Oreal Paris,$8.99,4.7,142,https://www.target.com/p/l-39-oreal-paris-everpure-silver-care-shampoo-for-gray-hair-8-5-fl-oz/-/A-89170434#lnk=sametab,Shampoo,T137
"Head & Shoulders 2-in-1 Dandruff Shampoo and Conditioner, Anti-Dandruff Treatment, Apple Cider Vinegar for Daily Use, Paraben-Free - 12.5 fl oz",Head & Shoulders,$5.99,4.5,384,https://www.target.com/p/head-38-shoulders-2-in-1-dandruff-shampoo-and-conditioner-anti-dandruff-treatment-apple-cider-vinegar-for-daily-use-paraben-free-12-5-fl-oz/-/A-80120264#lnk=sametab,Shampoo,T138
Garnier Fructis Triple Nutrition Shampoo,Garnier,$7.99 - $8.99,4.5,788,https://www.target.com/p/garnier-fructis-triple-nutrition-shampoo/-/A-87465159?preselect=14656272#lnk=sametab,Shampoo,T139
Pantene Pro-V Radiant Color Shine Shampoo,Pantene,$4.99 - $7.49,4.5,197,https://www.target.com/p/pantene-pro-v-radiant-color-shine-shampoo/-/A-86503421?preselect=83206676#lnk=sametab,Shampoo,T140
Selsun Blue Itchy Dry Scalp Shampoo - 11 fl oz,Selsun Blue,$7.99,4.5,929,https://www.target.com/p/selsun-blue-itchy-dry-scalp-shampoo-11-fl-oz/-/A-16721731#lnk=sametab,Shampoo,T141
"Premium RevivaHair Shampoo, Optimal Hair & Scalp Health, Pure Biology, 8 fl oz",Pure Biology,$26.99,4.6,1112,https://www.target.com/p/premium-revivahair-shampoo-optimal-hair-scalp-health-pure-biology-8-fl-oz/-/A-88483130#lnk=sametab,Shampoo,T142
Head & Shoulders Smooth & Silky Paraben Free Smooth & Silky Shampoo and Conditioner Dual Pack - 23.1 fl oz/2ct,Head & Shoulders,$11.59,4.7,310,https://www.target.com/p/head-38-shoulders-smooth-38-silky-paraben-free-smooth-38-silky-shampoo-and-conditioner-dual-pack-23-1-fl-oz-2ct/-/A-75574576#lnk=sametab,Shampoo,T143
Head & Shoulders Paraben-Free Green Apple Daily-Use Anti-Dandruff Shampoo and Conditioner Dual Pack - 23.4 fl oz/2ct,Head & Shoulders,$11.59,4.6,146,https://www.target.com/p/head-38-shoulders-paraben-free-green-apple-daily-use-anti-dandruff-shampoo-and-conditioner-dual-pack-23-4-fl-oz-2ct/-/A-75574578#lnk=sametab,Shampoo,T144
Grisi Manzanilla Chamomile Shampoo - 13.5 fl oz,Grisi,$2.89,4.7,156,https://www.target.com/p/grisi-manzanilla-chamomile-shampoo-13-5-fl-oz/-/A-13974385#lnk=sametab,Shampoo,T145
derma-e Scalp Relief Shampoo - 10 fl oz,derma e,$11.79,4.5,241,https://www.target.com/p/derma-e-scalp-relief-shampoo-10-fl-oz/-/A-76612550#lnk=sametab,Shampoo,T146
Head & Shoulders Bourbon 2-in-1 Shampoo and Conditioner - 28.2oz,Head & Shoulders,$11.49,4.8,151,https://www.target.com/p/head-38-shoulders-bourbon-2-in-1-shampoo-and-conditioner-28-2oz/-/A-91715355#lnk=sametab,Shampoo,T147
hims Dandruff Detox Shampoo- 6.4oz,hims,$14.99,4.8,183,https://www.target.com/p/hims-dandruff-detox-shampoo-6-4oz/-/A-91122248#lnk=sametab,Shampoo,T148
hers Clear Slate Shampoo - 6.4 fl oz,hers,$14.99,4.6,189,https://www.target.com/p/hers-clear-slate-shampoo-6-4-fl-oz/-/A-89222595#lnk=sametab,Shampoo,T149
Desert Essence Fragrance Free Shampoo 8oz,Desert Essence,$11.65,4.6,111,https://www.target.com/p/desert-essence-fragrance-free-shampoo-8oz/-/A-88028352#lnk=sametab,Shampoo,T150
Desert Essence Coconut Shampoo 8oz,Desert Essence,$10.98,4.6,222,https://www.target.com/p/desert-essence-coconut-shampoo-8oz/-/A-88028355#lnk=sametab,Shampoo,T151
Taliah Waajid Hair Shampoo - Aloe - 12 fl oz,Taliah Waajid,$10.99,4.6,108,https://www.target.com/p/taliah-waajid-hair-shampoo-aloe-12-fl-oz/-/A-85403342#lnk=sametab,Shampoo,T152
Hask Keratin Protein Smoothing Shampoo - 12 fl oz,Hask,$5.29,4.5,345,https://www.target.com/p/hask-keratin-protein-smoothing-shampoo-12-fl-oz/-/A-75563448#lnk=sametab,Shampoo,T153
Kerastase Genesis Bain Hydra-Fortifant Shampoo 8.5 oz,Kerastase,$42.00,4.5,127,https://www.target.com/p/kerastase-genesis-bain-hydra-fortifant-shampoo-8-5-oz/-/A-92464237#lnk=sametab,Shampoo,T154
It's a 10 Miracle Leave-In Conditioner,It's a 10,$12.49 - $35.99,4.7,1528,https://www.target.com/p/it-s-a-10-miracle-leave-in-conditioner/-/A-90036595?preselect=14903659#lnk=sametab,Leave-In Conditioner,T155
Pantene Pro-V Moisturizing Leave-In Conditioner - 8.5 fl oz,Pantene,$5.99,4.5,392,https://www.target.com/p/pantene-pro-v-moisturizing-leave-in-conditioner-8-5-fl-oz/-/A-13966296#lnk=sametab,Leave-In Conditioner,T156
Garnier Fructis Sleek & Shine Smooth Leave-in Conditioning Cream,Garnier,$4.99 - $9.39,4.7,2144,https://www.target.com/p/garnier-fructis-sleek-shine-smooth-leave-in-conditioning-cream/-/A-87333056?preselect=12443828#lnk=sametab,Leave-In Conditioner,T157
As I Am Leave In Conditioner - 8 fl oz,As I Am,$8.89,4.6,406,https://www.target.com/p/as-i-am-leave-in-conditioner-8-fl-oz/-/A-14441398#lnk=sametab,Leave-In Conditioner,T158
Aussie Hair Leave In Conditioner - 8 fl oz,Aussie,$5.29,4.6,312,https://www.target.com/p/aussie-hair-leave-in-conditioner-8-fl-oz/-/A-86675552#lnk=sametab,Leave-In Conditioner,T159
Mielle Organics Rosemary Mint Strengthening Leave-In Conditioner - 12 fl oz,Mielle Organics,$9.99,4.7,818,https://www.target.com/p/mielle-organics-rosemary-mint-strengthening-leave-in-conditioner-12-fl-oz/-/A-89310259#lnk=sametab,Leave-In Conditioner,T160
Raw Sugar Mighty Hair Cream Leave-In Conditioner Coconut + Papaya + Shea - 5 fl oz,Raw Sugar,$6.99,4.5,230,https://www.target.com/p/raw-sugar-mighty-hair-cream-leave-in-conditioner-coconut-papaya-shea-5-fl-oz/-/A-83443183#lnk=sametab,Leave-In Conditioner,T161
PATTERN Leave-In Conditioner - Ulta Beauty,PATTERN,$12.00 - $49.00,4.7,7988,https://www.target.com/p/pattern-leave-in-conditioner-ulta-beauty/-/A-84230380?preselect=82550469#lnk=sametab,Leave-In Conditioner,T162
SheaMoisture Jamaican Black Castor Oil Strength & Growth Leave-In Conditioner,SheaMoisture,$3.19 - $12.99,4.5,1763,https://www.target.com/p/sheamoisture-jamaican-black-castor-oil-strength-growth-leave-in-conditioner/-/A-90074816?preselect=16479760#lnk=sametab,Leave-In Conditioner,T163
It's a 10 Miracle Keratin Leave-In Conditioner,It's a 10,$21.99 - $39.99,4.5,422,https://www.target.com/p/it-s-a-10-miracle-keratin-leave-in-conditioner/-/A-90036596?preselect=14645013#lnk=sametab,Leave-In Conditioner,T164
SheaMoisture Bond Repair Leave-In Conditioner - 11oz,SheaMoisture,$13.99,4.6,805,https://www.target.com/p/sheamoisture-bond-repair-leave-in-conditioner-11oz/-/A-89291662#lnk=sametab,Leave-In Conditioner,T165
TGIN Rose Water Smoothing Leave-In Conditioner - 13 fl oz,TGIN,$15.99,4.5,102,https://www.target.com/p/tgin-rose-water-leave-in-conditioner-13oz/-/A-83695825#lnk=sametab,Leave-In Conditioner,T166
Briogeo Hair Care Farewell Frizz Rosarco Milk Leave-In Conditioning Spray - 5 fl oz - Ulta Beauty,Briogeo Hair Care,$25.00,4.5,1166,https://www.target.com/p/briogeo-hair-care-farewell-frizz-rosarco-milk-leave-in-conditioning-spray-5-fl-oz-ulta-beauty/-/A-86345479#lnk=sametab,Leave-In Conditioner,T167
Aunt Jackie's Transform Hydrating Leave In Conditioner - 15 fl oz,Aunt Jackie's,$8.99,4.5,212,https://www.target.com/p/aunt-jackie-39-s-transform-hydrating-leave-in-conditioner-15-fl-oz/-/A-86919228#lnk=sametab,Leave-In Conditioner,T168
The Doux Dear Mama Moisture Milk Leave-In Conditioner - 16 fl oz,The Doux,$17.99,4.5,187,https://www.target.com/p/the-doux-dear-mama-moisture-milk-leave-in-conditioner-16-fl-oz/-/A-89310271#lnk=sametab,Leave-In Conditioner,T169
"Mielle Nourishing Leave-In Conditioner, Mango & Tulsi, 12 oz (340 g)",Mielle Organics,$18.23,4.6,122,https://www.target.com/p/mielle-nourishing-leave-in-conditioner-mango-tulsi-12-oz-340-g/-/A-90981110#lnk=sametab,Leave-In Conditioner,T170
Sol de Janeiro Brazilian Joia Milky Leave-In Conditioner 7.1 oz,Sol De Janeiro,$28.00,4.8,1268,https://www.target.com/p/sol-de-janeiro-brazilian-joia-milky-leave-in-conditioner-7-1-oz/-/A-90211658#lnk=sametab,Leave-In Conditioner,T171
African Pride Olive Miracle Anti-Breakage Leave -In Conditioner Cream - 15oz,African Pride,$4.19,4.5,151,https://www.target.com/p/african-pride-olive-miracle-anti-breakage-leave-in-conditioner-cream-15oz/-/A-49111404#lnk=sametab,Leave-In Conditioner,T172
Mielle Organics Pomegranate & Honey Leave-In Conditioner - 12 fl oz,Mielle Organics,$12.99,4.8,3461,https://www.target.com/p/mielle-organics-pomegranate-honey-leave-in-conditioner-12-fl-oz/-/A-53217163#lnk=sametab,Leave-In Conditioner,T173
Mielle Organics White Peony Leave-In Conditioner - 8 fl oz,Mielle Organics,$12.99,4.7,1929,https://www.target.com/p/mielle-organics-white-peony-leave-in-conditioner-8-fl-oz/-/A-50662213#lnk=sametab,Leave-In Conditioner,T174
L'Oreal Paris Elvive Total Repair 5 Protein Recharge Leave In Conditioner - 5.1 fl oz,L'Oreal Paris,$7.39,4.5,2152,https://www.target.com/p/l-oreal-paris-elvive-total-repair-5-protein-recharge-leave-in-conditioner-5-1-fl-oz/-/A-52522038#lnk=sametab,Leave-In Conditioner,T175
Melanin Haircare Multi-Use Softening Leave-In Conditioner - 16.5 fl oz - Ulta Beauty,Melanin Haircare,$23.00,4.7,1972,https://www.target.com/p/melanin-haircare-multi-use-softening-leave-in-conditioner-16-5-fl-oz-ulta-beauty/-/A-90247896#lnk=sametab,Leave-In Conditioner,T176
Sexy Hair Healthy Sexy Soy Tri-Wheat Leave-In Condtioner - 8.5 fl oz,Sexy Hair,$21.99,4.6,248,https://www.target.com/p/sexy-hair-healthy-sexy-soy-tri-wheat-leave-in-condtioner-8-5-fl-oz/-/A-14017249#lnk=sametab,Leave-In Conditioner,T177
Taliah Waajid Leave-In Conditioner - Aloe - 12 fl oz,Taliah Waajid,$12.99,4.6,228,https://www.target.com/p/taliah-waajid-leave-in-conditioner-aloe-12-fl-oz/-/A-85403343#lnk=sametab,Leave-In Conditioner,T178
John Frieda Frizz Ease Daily Nourishment Leave-In Conditioner Spray for Frizz-Prone Hair - 8 fl oz,John Frieda,$8.99,4.7,1239,https://www.target.com/p/john-frieda-frizz-ease-daily-nourishment-leave-in-conditioner-spray-for-frizz-prone-hair-8-fl-oz/-/A-13943889#lnk=sametab,Leave-In Conditioner,T179
The Detangler - Leave-in conditioner/detangler,Paul Mitchell,$15.59 - $34.49,4.6,406,https://www.target.com/p/the-detangler-leave-in-conditioner-detangler/-/A-91526616?preselect=89596990#lnk=sametab,Leave-In Conditioner,T180
California Naturals Leave-In Conditioner – 12 fl oz,California Naturals,$9.99,4.7,202,https://www.target.com/p/california-naturals-leave-in-conditioner-8211-12-fl-oz/-/A-88542288#lnk=sametab,Leave-In Conditioner,T181
CURLSMITH Curl Conditioning Oil-in-Cream - 8 fl oz - Ulta Beauty,CURLSMITH,$27.00,4.6,933,https://www.target.com/p/curlsmith-curl-conditioning-oil-in-cream-8-fl-oz-ulta-beauty/-/A-82518883#lnk=sametab,Leave-In Conditioner,T182
Not Your Mother's Tough Love Bonding Leave-In Hair Protector - 6oz,Not Your Mother's,$12.99,4.5,119,https://www.target.com/p/not-your-mother-39-s-tough-love-bonding-leave-in-hair-protector-6oz/-/A-89797014#lnk=sametab,Leave-In Conditioner,T183
Happy Hair People Happy Soul Leave-In Conditioner - 7 fl oz,Happy Hair People,$7.99,4.6,111,https://www.target.com/p/happy-hair-people-happy-soul-leave-in-conditioner-7-fl-oz/-/A-89202734#lnk=sametab,Leave-In Conditioner,T184
Function of Beauty Curly Hair Leave-In Conditioner Base with Mango Butter - 7 fl oz,Function of Beauty,$9.99,4.5,370,https://www.target.com/p/function-of-beauty-curly-hair-leave-in-conditioner-base-with-mango-butter-7-fl-oz/-/A-83550036#lnk=sametab,Leave-In Conditioner,T185
"Palmer's Cocoa Butter Formula with Vitamin E, Length Retention Leave-In Conditioner, 8.5 fl oz (250 ml)",Palmer's,$12.82,4.5,355,https://www.target.com/p/palmer-s-cocoa-butter-formula-with-vitamin-e-length-retention-leave-in-conditioner-8-5-fl-oz-250-ml/-/A-91883559#lnk=sametab,Leave-In Conditioner,T186
CURLSMITH Multitasking Conditioner - 8 fl oz - Ulta Beauty,CURLSMITH,$28.00,4.5,568,https://www.target.com/p/curlsmith-multitasking-conditioner-8-fl-oz-ulta-beauty/-/A-82518951#lnk=sametab,Rinse-Out Conditioner,T187
SheaMoisture Coconut & Hibiscus Curl & Shine Conditioner For Thick Curly Hair,SheaMoisture,$3.49 - $10.99,4.5,1157,https://www.target.com/p/sheamoisture-coconut-hibiscus-curl-shine-conditioner-for-thick-curly-hair/-/A-89284001?preselect=14319217#lnk=sametab,Rinse-Out Conditioner,T188
Aussie Paraben-Free Miracle Curls Conditioner with Coconut and Jojoba Oil,Aussie,$3.99 - $7.99,4.5,1190,https://www.target.com/p/aussie-paraben-free-miracle-curls-conditioner-with-coconut-and-jojoba-oil/-/A-89512916?preselect=52861105#lnk=sametab,Rinse-Out Conditioner,T189
OGX Nourishing Coconut Milk Conditioner,OGX,$6.99 - $12.29,4.6,2388,https://www.target.com/p/ogx-nourishing-coconut-milk-conditioner/-/A-14567617?preselect=10997275#lnk=sametab,Rinse-Out Conditioner,T190
"OGX Quenching+ Coconut Curls Conditioner with Coconut Oil, Citrus Oil & Honey - 13 fl oz",OGX,$6.99,4.5,874,https://www.target.com/p/ogx-quenching-coconut-curls-conditioner-with-coconut-oil-citrus-oil-38-honey-13-fl-oz/-/A-39599089#lnk=sametab,Rinse-Out Conditioner,T191
Not Your Mother's Curl Talk Bond Building Hydrating Conditioner for Curly Hair - 8 fl oz,Not Your Mother's,$7.79,4.5,535,https://www.target.com/p/not-your-mother-39-s-curl-talk-bond-building-hydrating-conditioner-for-curly-hair-8-fl-oz/-/A-86804385#lnk=sametab,Rinse-Out Conditioner,T192
Cantu Shea Butter Hydrating Cream Conditioner,Cantu,$5.69 - $10.19,4.5,809,https://www.target.com/p/cantu-shea-butter-hydrating-cream-conditioner/-/A-89562090?preselect=16600326#lnk=sametab,Rinse-Out Conditioner,T193
Tresemme Flawless Curls Moisturizing Conditioner For Curly Hair - 28 fl oz,Tresemme,$5.99,4.6,1019,https://www.target.com/p/tresemme-flawless-curls-moisturizing-conditioner-for-curly-hair-28-fl-oz/-/A-80135443#lnk=sametab,Rinse-Out Conditioner,T194
Aussie Miracle Curls with Coconut and Jojoba Oil Paraben-Free Conditioner - 26.2 fl oz,Aussie,$6.99,4.5,451,https://www.target.com/p/aussie-miracle-curls-with-coconut-and-jojoba-oil-paraben-free-conditioner-26-2-fl-oz/-/A-89170384#lnk=sametab,Rinse-Out Conditioner,T195
SheaMoisture Raw Shea Butter Deep Moisturizing Conditioner - 13 fl oz,SheaMoisture,$10.99,4.5,1197,https://www.target.com/p/sheamoisture-raw-shea-butter-deep-moisturizing-conditioner-13-fl-oz/-/A-12239241#lnk=sametab,Rinse-Out Conditioner,T196
Carol's Daughter Goddess Strength Fortifying Conditioner with Castor Oil for Breakage Prone Hair,Carol's Daughter,$3.99 - $12.99,4.6,861,https://www.target.com/p/carol-s-daughter-goddess-strength-fortifying-conditioner-with-castor-oil-for-breakage-prone-hair/-/A-90541070?preselect=76578280#lnk=sametab,Rinse-Out Conditioner,T197
Aussie Paraben-Free Miracle Curls 3 Minute Miracle Conditioner with Coconut - 16 fl oz,Aussie,$6.99,4.6,813,https://www.target.com/p/aussie-paraben-free-miracle-curls-3-minute-miracle-conditioner-with-coconut-16-fl-oz/-/A-52860980#lnk=sametab,Rinse-Out Conditioner,T198
Happy Hair People Ride The Waves Conditioner - 12 fl oz,Happy Hair People,$7.99,4.5,107,https://www.target.com/p/happy-hair-people-ride-the-waves-conditioner-12-fl-oz/-/A-89202736#lnk=sametab,Rinse-Out Conditioner,T199
Pantene Pro-V Miracles Curl Defining Coconut + Shea Conditioner - 10.9 fl oz,Pantene,$9.99,4.7,144,https://www.target.com/p/pantene-pro-v-miracles-curl-defining-coconut-shea-conditioner-10-9-fl-oz/-/A-89170360#lnk=sametab,Rinse-Out Conditioner,T200
Rizos Curls Deep Conditioner - 10 fl oz,Rizos Curls,$19.99,4.5,315,https://www.target.com/p/rizos-curls-deep-conditioner-10-fl-oz/-/A-76559376#lnk=sametab,Rinse-Out Conditioner,T201
Aussie 3 Minutes Miracle Curls Detangling Deep Conditioner - 8 fl oz,Aussie,$4.99,4.6,597,https://www.target.com/p/aussie-3-minutes-miracle-curls-detangling-deep-conditioner-8-fl-oz/-/A-89170388#lnk=sametab,Rinse-Out Conditioner,T202
Love Beauty and Planet Coconut Milk and White Jasmine Divine Definition Hair Conditioner - 13.5 fl oz,Love Beauty and Planet,$8.99,4.5,1278,https://www.target.com/p/love-beauty-and-planet-coconut-milk-and-white-jasmine-divine-definition-hair-conditioner-13-5-fl-oz/-/A-75561043#lnk=sametab,Rinse-Out Conditioner,T203
Mielle Organics Babassu Mint Deep Conditioner - 8oz,Mielle Organics,$13.99,4.8,4200,https://www.target.com/p/mielle-organics-babassu-mint-deep-conditioner-8oz/-/A-50662230#lnk=sametab,Rinse-Out Conditioner,T204
Function of Beauty Wavy Hair Conditioner Jumbo - 22 fl oz,Function of Beauty,$16.99,4.5,1438,https://www.target.com/p/function-of-beauty-wavy-hair-conditioner-jumbo-22-fl-oz/-/A-88660644#lnk=sametab,Rinse-Out Conditioner,T205
