Product Name,Brand,Price,Rating,Number of Ratings,Link,Product Type,Product ID
"Creme Of Nature Certified Natural Argan Oil From Morocco, Intensive Conditioning Treatment, 20 fl oz (591 ml)",Creme of Nature,$16.55,4.6,908,https://www.target.com/p/creme-of-nature-certified-natural-argan-oil-from-morocco-intensive-conditioning-treatment-20-fl-oz-591-ml/-/A-90981169#lnk=sametab,Rinse-Out Treatment,T405
CURLSMITH Curl Quenching Conditioning Wash - 12 fl oz - Ulta Beauty,CURLSMITH,$26.00,4.6,1314,https://www.target.com/p/curlsmith-curl-quenching-conditioning-wash-12-fl-oz-ulta-beauty/-/A-82518878#lnk=sametab,Co-Wash,T406
As I Am Dry and Itchy CoWash - 16oz,As I Am,$11.59,4.6,279,https://www.target.com/p/as-i-am-dry-and-itchy-cowash-16oz/-/A-76555591#lnk=sametab,Co-Wash,T407
TIGI Bed Head After Party Super Smoothing Hair Cream,TIGI,$6.99 - $15.79,4.6,366,https://www.target.com/p/tigi-bed-head-after-party-super-smoothing-hair-cream/-/A-89483094?preselect=80165442#lnk=sametab,Cream,T408
Miss Jessie's Multicultural Curls - 8.5 fl oz,Miss Jessie's,$16.99,4.6,484,https://www.target.com/p/miss-jessie-39-s-multicultural-curls-8-5-fl-oz/-/A-15111067#lnk=sametab,Cream,T409
Tresemme Flawless Curls Combing Hair Cream - 10.2 fl oz,Tresemme,$6.99,4.5,508,https://www.target.com/p/tresemme-flawless-curls-combing-hair-cream-10-2-fl-oz/-/A-79778433#lnk=sametab,Cream,T410
CURLSMITH Weightless Air Dry Cream - Ulta Beauty,CURLSMITH,$27.00,4.7,654,https://www.target.com/p/curlsmith-weightless-air-dry-cream-ulta-beauty/-/A-91022717?preselect=82518918#lnk=sametab,Cream,T411
Sun Bum Revitalizing Air Dry Hair Cream - 6 fl oz,Sun Bum,$13.99,4.6,265,https://www.target.com/p/sun-bum-revitalizing-air-dry-hair-cream-6-fl-oz/-/A-89164779#lnk=sametab,Cream,T412
Camille Rose Almond Jai Twisting Butter - 8oz,Camille Rose,$15.99,4.6,307,https://www.target.com/p/camille-rose-almond-jai-twisting-butter-8oz/-/A-14441511#lnk=sametab,Cream,T413
Bumble and Bumble. Curl Defining Crème - 8.5 fl oz - Ulta Beauty,Bumble and Bumble,$36.00,4.6,360,https://www.target.com/p/bumble-and-bumble-curl-defining-cr-232-me-8-5-fl-oz-ulta-beauty/-/A-82572560#lnk=sametab,Cream,T414
PATTERN Styling Cream - Ulta Beauty,PATTERN,$28.00,4.6,2935,https://www.target.com/p/pattern-styling-cream-ulta-beauty/-/A-90311709?preselect=82550465#lnk=sametab,Cream,T415
PATTERN Moisture Milk - 12oz - Ulta Beauty,PATTERN,$28.00,4.7,248,https://www.target.com/p/pattern-moisture-milk-12oz-ulta-beauty/-/A-90098338#lnk=sametab,Cream,T416
DevaCurl SUPERCREAM Rich Coconut-Infused Definer (5.1 oz) Deva for Super Cream COARSE HAIR Diva CURLS,DevaCurl,$28.99,4.6,107,https://www.target.com/p/devacurl-supercream-rich-coconut-infused-definer-5-1-oz-deva-for-super-cream-coarse-hair-diva-curls/-/A-91882672#lnk=sametab,Cream,T417
Happy Hair People Feeling Groovy Curl Defining Hair Cream - 6 fl oz,Happy Hair People,$7.99,4.5,102,https://www.target.com/p/happy-hair-people-feeling-groovy-curl-defining-hair-cream-6-fl-oz/-/A-89202735#lnk=sametab,Cream,T418
Tresemme One Step Blowout Balm Styling Cream For Fine & Medium Hair - 5 fl oz,Tresemme,$5.99,4.5,116,https://www.target.com/p/tresemme-one-step-blowout-balm-styling-cream-for-fine-38-medium-hair-5-fl-oz/-/A-86675666#lnk=sametab,Cream,T419
Eden Body Works Coconut Shea Curl Defining Creme - 16 fl oz,Eden Body Works,$8.99,4.5,138,https://www.target.com/p/eden-body-works-coconut-shea-curl-defining-creme-16-fl-oz/-/A-16376971#lnk=sametab,Cream,T420
Rizos Curls Defining Cream - 10 fl oz,Rizos Curls,$21.99,4.5,665,https://www.target.com/p/rizos-curls-defining-cream-10-fl-oz/-/A-76578316#lnk=sametab,Cream,T421
Function of Beauty Super Shape Curl Cream for Curly Hair - 7 fl oz,Function of Beauty,$12.99,4.7,211,https://www.target.com/p/function-of-beauty-super-shape-curl-cream-for-curly-hair-7-fl-oz/-/A-86873164#lnk=sametab,Cream,T422
"AG Care DETAILS Defining Cream (6 oz) Define Hair Curls, Calm Frizz, & Add Shine",AG Body Care,$21.99,4.7,2368,https://www.target.com/p/ag-care-details-defining-cream-6-oz-define-hair-curls-calm-frizz-add-shine/-/A-92000489#lnk=sametab,Cream,T423
Taliah Waajid Apple Aloe Curl Definer - 12 fl oz,Taliah Waajid,$11.59,4.8,167,https://www.target.com/p/taliah-waajid-apple-aloe-curl-definer-12-fl-oz/-/A-89443093#lnk=sametab,Cream,T424
Eva NYC Gotta Bounce Curl Defining Cream - 5.4 fl oz,Eva NYC,$13.99,4.5,633,https://www.target.com/p/eva-nyc-gotta-bounce-curl-defining-cream-5-4-fl-oz/-/A-81880104#lnk=sametab,Cream,T425
UNITE Hair BOOSTA Thickening Creme (4 oz) Boost Volume Body Amplified Hair Cream,UNITE Hair,$29.99,4.7,522,https://www.target.com/p/unite-hair-boosta-thickening-creme-4-oz-boost-volume-body-amplified-hair-cream/-/A-92323797#lnk=sametab,Cream,T426
IGK Good Behavior Spirulina Protein Smoothing Blowout Balm - 5 fl oz - Ulta Beauty,IGK,$34.00,4.5,279,https://www.target.com/p/igk-good-behavior-spirulina-protein-smoothing-blowout-balm-5-fl-oz-ulta-beauty/-/A-90542597#lnk=sametab,Cream,T427
OUAI Anti- Frizz Crème - Ulta Beauty,OUAI,$14.00 - $28.00,4.7,1845,https://www.target.com/p/ouai-anti-frizz-cr-me-ulta-beauty/-/A-92161755?preselect=90204663#lnk=sametab,Cream,T428
Nexxus Weightless Style Smooth & Full Blow Dry Balm Volumizing Hair Cream - 6 fl oz,Nexxus,$15.99,4.5,176,https://www.target.com/p/nexxus-weightless-style-smooth-38-full-blow-dry-balm-volumizing-hair-cream-6-fl-oz/-/A-80135502#lnk=sametab,Cream,T429
Bumble and Bumble Women's Seaweed Air Dry Cream - 5oz - Ulta Beauty,Bumble and Bumble,$24.50,4.7,178,https://www.target.com/p/bumble-and-bumble-women-39-s-seaweed-air-dry-cream-5oz-ulta-beauty/-/A-88764478#lnk=sametab,Cream,T430
DevaCurl WAVE MAKER Touchable Texture for Diva Hair Curls (5 oz) Deva Curl Texture & Volume | Lightweight Moisturizing Definer,DevaCurl,$26.99,4.8,322,https://www.target.com/p/devacurl-wave-maker-touchable-texture-for-diva-hair-curls-5-oz-deva-curl-texture-volume-lightweight-moisturizing-definer/-/A-91927483#lnk=sametab,Cream,T431
VIRTUE CREATE 6-IN-1 Styler (4 oz) Alpha Keratin 60ku | Shines | Texturizes | Protects Hair,Virtue,$33.99,4.6,287,https://www.target.com/p/virtue-6-in-1-styler-4-oz-alpha-keratin-60ku-shines-texturizes-protects-hair/-/A-91984812#lnk=sametab,Cream,T432
CURLSMITH Hold Me Softly Style Balm - 8 fl oz - Ulta Beauty,CURLSMITH,$28.00,4.5,910,https://www.target.com/p/curlsmith-hold-me-softly-style-balm-8-fl-oz-ulta-beauty/-/A-82518890#lnk=sametab,Cream,T433
L'Oreal Paris Elvive No Hair Cut Cream - 6.8 fl oz,L'Oreal Paris,$7.39,4.6,508,https://www.target.com/p/l-39-oreal-paris-elvive-no-hair-cut-cream-6-8-fl-oz/-/A-76556427#lnk=sametab,Cream,T434
TGIN Butter Cream Daily Moisturizer with Shea Butter + Vitamin E - 12 fl oz,TGIN,$15.99,4.5,286,https://www.target.com/p/tgin-butter-cream-daily-moisturizer-with-shea-butter-vitamin-e-12oz/-/A-16576938#lnk=sametab,Cream,T435
Mielle Organics Rice Water Hair Moisturizing Milk - 8 fl oz,Mielle Organics,$9.99,4.7,1877,https://www.target.com/p/mielle-organics-rice-water-hair-moisturizing-milk-8-fl-oz/-/A-80142946#lnk=sametab,Cream,T436
CURLSMITH Featherlight Protein Cream - 8 fl oz - Ulta Beauty,CURLSMITH,$28.00,4.5,276,https://www.target.com/p/curlsmith-featherlight-protein-cream-8-fl-oz-ulta-beauty/-/A-82518923#lnk=sametab,Cream,T437
Young King Hair Care Curling Cream - 8oz,Young King Hair Care,$9.99,4.7,119,https://www.target.com/p/young-king-hair-care-curling-cream-8oz/-/A-80324708#lnk=sametab,Cream,T438
Eva NYC Satin Dream Smoothing Leave-In Cream - 5.4 fl oz,Eva NYC,$13.99,4.5,809,https://www.target.com/p/eva-nyc-satin-dream-smoothing-leave-in-cream-5-4-fl-oz/-/A-83520264#lnk=sametab,Cream,T439
My Black is Beautiful Sulfate Free Hydrating Curl Cream with Golden Milk for Curly Hair - 7.6 fl oz,My Black is Beautiful,$12.99,4.6,143,https://www.target.com/p/my-black-is-beautiful-sulfate-free-hydrating-curl-cream-with-golden-milk-for-curly-hair-7-6-fl-oz/-/A-86861155#lnk=sametab,Cream,T440
Camille Rose Curl Love Moisture Milk - 8oz,Camille Rose,$14.69,4.5,487,https://www.target.com/p/camille-rose-curl-love-moisture-milk-8oz/-/A-14441512#lnk=sametab,Cream,T441
Mielle Organics Avocado Moisturizing Hair Milk - 8 fl oz,Mielle Organics,$12.99,4.8,1245,https://www.target.com/p/mielle-organics-avocado-moisturizing-hair-milk-8-fl-oz/-/A-50661864#lnk=sametab,Cream,T442
Carol's Daughter Goddess Strength Leave in Conditioner Milk with Castor Oil for Breakage Prone Hair - 8.5 fl oz,Carol's Daughter,$12.99,4.6,255,https://www.target.com/p/carol-39-s-daughter-goddess-strength-leave-in-conditioner-milk-with-castor-oil-for-breakage-prone-hair-8-5-fl-oz/-/A-82826526#lnk=sametab,Cream,T443
Mielle Organics Pomegranate & Honey Curl Smoothie - 12 fl oz,Mielle Organics,$13.69,4.6,1279,https://www.target.com/p/mielle-organics-pomegranate-honey-curl-smoothie-12-fl-oz/-/A-53217155#lnk=sametab,Cream,T444
Mielle Organics Pomegranate & Honey Twisting Soufflé - 12oz,Mielle Organics,$13.69,4.7,1304,https://www.target.com/p/mielle-organics-pomegranate-honey-twisting-souffl-233-12oz/-/A-53217159#lnk=sametab,Cream,T445
Carol's Daughter Born to Repair Defining Leave-In Cream with Shea Butter - 6.8 fl oz,Carol's Daughter,$12.59,4.5,600,https://www.target.com/p/carol-39-s-daughter-born-to-repair-defining-leave-in-cream-with-shea-butter-6-8-fl-oz/-/A-86901557#lnk=sametab,Cream,T446
Nexxus Ultralight Smooth Frizz Defy Cream Serum - 4 fl oz,Nexxus,$15.99,4.6,134,https://www.target.com/p/nexxus-ultralight-smooth-frizz-defy-cream-serum-4-fl-oz/-/A-83436145#lnk=sametab,Serum,T447
Bumble and Bumble Bond-Bonding Repair Oil Serum - 1.62 fl oz - Ulta Beauty,Bumble and Bumble,$45.00,4.7,252,https://www.target.com/p/bumble-and-bumble-bond-bonding-repair-oil-serum-1-62-fl-oz-ulta-beauty/-/A-87768164#lnk=sametab,Serum,T448
PATTERN Jojoba Oil Hair Serum - 3.9 fl oz - Ulta Beauty,PATTERN,$28.00,4.6,2121,https://www.target.com/p/pattern-jojoba-oil-hair-serum-3-9-fl-oz-ulta-beauty/-/A-82550453#lnk=sametab,Serum,T449
"Olaplex No. 9 Bond Protector Nourishing Hair Serum (3 oz) Number #9 Weightless, Leave-in, Silicone-Free Hair Serum to Shield Hair from Pollution",OLAPLEX,$28.99,4.7,5276,https://www.target.com/p/olaplex-no-9-bond-protector-nourishing-hair-serum-3-oz-number-9-weightless-leave-in-silicone-free-hair-serum-to-shield-hair-from-pollution/-/A-92250194#lnk=sametab,Serum,T450
Dove Beauty Density Boost Scalp Repairing Hair Serum - 2oz,Dove Beauty,$9.99,4.5,477,https://www.target.com/p/dove-beauty-density-boost-scalp-repairing-hair-serum-2oz/-/A-89163796#lnk=sametab,Serum,T451
OGX Nourishing + Coconut Milk Anti-Breakage Serum Leave-In Hair Treatment - 4 fl oz,OGX,$7.99,4.6,1961,https://www.target.com/p/ogx-nourishing-coconut-milk-anti-breakage-serum-leave-in-hair-treatment-4-fl-oz/-/A-10997291#lnk=sametab,Serum,T452
OGX Extra Strength Renewing Moroccan Argan Oil Penetrating Hair Oil Serum- 3.3 fl oz,OGX,$8.39,4.6,1330,https://www.target.com/p/ogx-extra-strength-renewing-moroccan-argan-oil-penetrating-hair-oil-serum-3-3-fl-oz/-/A-13924881#lnk=sametab,Serum,T453
Pantene Pro-V Hydrating Anti Frizz Serum - 5.9oz,Pantene,$5.99,4.6,276,https://www.target.com/p/pantene-pro-v-hydrating-anti-frizz-serum-5-9oz/-/A-83206669#lnk=sametab,Serum,T454
PATTERN Scalp Serum - 4 fl oz - Ulta Beauty,PATTERN,$28.00,4.6,944,https://www.target.com/p/pattern-scalp-serum-4-fl-oz-ulta-beauty/-/A-82550474#lnk=sametab,Serum,T455
Aussie Miracle Hair Repairer with Aloe Vera Serum - 3.2 fl oz,Aussie,$4.99,4.8,142,https://www.target.com/p/aussie-miracle-hair-repairer-with-aloe-vera-serum-3-2-fl-oz/-/A-89170382#lnk=sametab,Serum,T456
PATTERN Argan Oil Hair Serum - 3.9 fl oz - Ulta Beauty,PATTERN,$28.00,4.6,1582,https://www.target.com/p/pattern-argan-oil-hair-serum-3-9-fl-oz-ulta-beauty/-/A-82550450#lnk=sametab,Serum,T457
Keranique Follicle Boosting Hair Serum - 2 fl oz,Keranique,$28.99,4.8,131,https://www.target.com/p/keranique-follicle-boosting-hair-serum-2-fl-oz/-/A-89382968#lnk=sametab,Serum,T458
"Kristin Ess Weightless Shine Working Hair Serum - Frizz Taming, Smoothing, Moisture Locking - 1.7 fl oz",Kristin Ess,$14.99,4.6,389,https://www.target.com/p/kristin-ess-weightless-shine-working-hair-serum-frizz-taming-smoothing-moisture-locking-1-7-fl-oz/-/A-51397330#lnk=sametab,Serum,T459
L'Oreal Paris Elvive Hyaluron Plump Replumping Hair Serum Paraben-Free - 4.4 fl oz,L'Oreal Paris,$7.39,4.6,180,https://www.target.com/p/l-39-oreal-paris-elvive-hyaluron-plump-replumping-hair-serum-paraben-free-4-4-fl-oz/-/A-86675662#lnk=sametab,Serum,T460
Pacifica Rosemary Split End and Scalp Treatment Serum - 2 fl oz,Pacifica,$7.99,4.6,186,https://www.target.com/p/pacifica-rosemary-split-end-and-scalp-treatment-serum-2-fl-oz/-/A-76618500#lnk=sametab,Serum,T461
Garnier Fructis Sleek & Shine Anti-Frizz Serum - 5.1 fl oz,Garnier,$6.99,4.5,1817,https://www.target.com/p/garnier-fructis-sleek-shine-anti-frizz-serum-5-1-fl-oz/-/A-12443651#lnk=sametab,Serum,T462
Pantene Miracle Rescue Split End Serum - 3.2 fl oz,Pantene,$8.99,4.5,350,https://www.target.com/p/pantene-miracle-rescue-split-end-serum-3-2-fl-oz/-/A-80120240#lnk=sametab,Serum,T463
Sol de Janeiro Brazilian Glossy Nourishing Anti-Frizz Hair Oil 1.96 oz,Sol De Janeiro,$34.00,4.6,1015,https://www.target.com/p/sol-de-janeiro-brazilian-glossy-nourishing-anti-frizz-hair-oil-1-96-oz/-/A-90211655#lnk=sametab,Oil,T464
OGX Renewing + Argan Oil of Morocco Weightless Healing Dry Oil Lightweight Hair Oil Mist - 4 fl oz,OGX,$8.39,4.6,2654,https://www.target.com/p/ogx-renewing-argan-oil-of-morocco-weightless-healing-dry-oil-lightweight-hair-oil-mist-4-fl-oz/-/A-14462800#lnk=sametab,Oil,T465
VERB Ghost Hair Oil - 2 fl oz - Ulta Beauty,VERB,$20.00,4.9,2834,https://www.target.com/p/verb-ghost-hair-oil-2-fl-oz-ulta-beauty/-/A-87950775#lnk=sametab,Oil,T466
OGX Extra Strength Damage Remedy + Coconut Miracle Oil Penetrating Oil - 3.3 fl oz,OGX,$7.99,4.6,1323,https://www.target.com/p/ogx-extra-strength-damage-remedy-coconut-miracle-oil-penetrating-oil-3-3-fl-oz/-/A-51020835#lnk=sametab,Oil,T467
OUAI Hair Oil - Ulta Beauty,OUAI,$16.00 - $30.00,4.6,1907,https://www.target.com/p/ouai-hair-oil-ulta-beauty/-/A-83458062?preselect=82518872#lnk=sametab,Oil,T468
OGX Nourishing Coconut Oil Weightless Hydrating Oil Mist Lightweight Leave-In Hair Treatment - 4.0 fl oz,OGX,$7.99,4.6,1208,https://www.target.com/p/ogx-nourishing-coconut-oil-weightless-hydrating-oil-mist-lightweight-leave-in-hair-treatment-4-0-fl-oz/-/A-14462801#lnk=sametab,Oil,T469
Doo Gro Mega Thick Hair Oil - 4.5 fl oz,Doo Gro,$5.89,4.6,142,https://www.target.com/p/doo-gro-mega-thick-hair-oil-4-5-fl-oz/-/A-13990563#lnk=sametab,Oil,T470
OGX Biotin & Collagen Weightless Hair Oil Mist - 4 fl oz,OGX,$8.39,4.6,354,https://www.target.com/p/ogx-biotin-38-collagen-weightless-hair-oil-mist-4-fl-oz/-/A-86904190#lnk=sametab,Oil,T471
Bumble and bumble. Hairdresser's Invisible Oil Primer - Ulta Beauty,Bumble and Bumble,$16.00 - $34.00,4.7,2509,https://www.target.com/p/bumble-and-bumble-hairdresser-s-invisible-oil-primer-ulta-beauty/-/A-84175044?preselect=82572575#lnk=sametab,Oil,T472
SheaMoisture Bond Repair Hair Oil - 3.3 fl oz,SheaMoisture,$13.99,4.7,802,https://www.target.com/p/sheamoisture-bond-repair-hair-oil-3-3-fl-oz/-/A-89291689#lnk=sametab,Oil,T473
African Pride Hair Moisture Miracle Strengthen and Protect 5 Essential Oils - 4 fl oz,African Pride,$5.99,4.5,157,https://www.target.com/p/african-pride-hair-moisture-miracle-strengthen-and-protect-5-essential-oils-4-fl-oz/-/A-83719543#lnk=sametab,Oil,T474
SheaMoisture Coconut and Hibiscus Smooth + Shine Hair Oil - 3.3 fl oz,SheaMoisture,$10.99,4.7,831,https://www.target.com/p/sheamoisture-coconut-and-hibiscus-smooth-shine-hair-oil-3-3-fl-oz/-/A-89291691#lnk=sametab,Oil,T475
Bumble and bumble. Hairdresser's Invisible Oil - Ulta Beauty,Bumble and Bumble,$24.00 - $47.00,4.7,2403,https://www.target.com/p/bumble-and-bumble-hairdresser-s-invisible-oil-ulta-beauty/-/A-83431930?preselect=82572558#lnk=sametab,Oil,T476
OGX Renewing + Argan Oil of Morocco Penetrating Hair Oil Treatment - 3.3 fl oz,OGX,$7.99,4.6,903,https://www.target.com/p/ogx-renewing-argan-oil-of-morocco-penetrating-hair-oil-treatment-3-3-fl-oz/-/A-13924875#lnk=sametab,Oil,T477
Cantu Shea Butter Oil Sheen Deep Conditioning Spray - 10oz,Cantu,$4.49,4.5,173,https://www.target.com/p/cantu-shea-butter-oil-sheen-deep-conditioning-spray-10oz/-/A-14067709#lnk=sametab,Oil,T478
Jamaican Black Castor Oil Mango and Lime Black Castor Oil - 4 fl oz,Jamaican Black Castor Oil,$8.99,4.6,247,https://www.target.com/p/jamaican-black-castor-oil-mango-and-lime-black-castor-oil-4-fl-oz/-/A-52937515?preselect=52906245#lnk=sametab,Oil,T479
Melanin Haircare Multi-Use Pure Oil Blend - Ulta Beauty,Melanin Haircare,$22.00,4.9,1603,https://www.target.com/p/melanin-haircare-multi-use-pure-oil-blend-ulta-beauty/-/A-91547671?preselect=90247894#lnk=sametab,Oil,T480
Jamaican Mango & Lime Braid Elixir Anti-Frizz Treatment - 4oz,Jamaican Mango & Lime,$8.99,4.7,235,https://www.target.com/p/jamaican-mango-38-lime-braid-elixir-anti-frizz-treatment-4oz/-/A-89295912#lnk=sametab,Oil,T481
Mielle Organics Rosemary Mint Scalp & Strengthening Hair Oil - 2 fl oz,Mielle Organics,$9.99,4.7,9461,https://www.target.com/p/mielle-organics-rosemary-mint-scalp-38-strengthening-hair-oil-2-fl-oz/-/A-75566105#lnk=sametab,Oil,T482
Garnier Fructis Sleek & Shine Moroccan Sleek Oil Treatment - 3.75 fl oz,Garnier,$6.99,4.5,1045,https://www.target.com/p/garnier-fructis-sleek-38-shine-moroccan-sleek-oil-treatment-3-75-fl-oz/-/A-14073462#lnk=sametab,Oil,T483
Carol's Daughter Goddess Strength Scalp Oil and Hair Oil Deep Treatment with Castor Oil for Breakage Prone Hair - 4.2 fl oz,Carol's Daughter,$12.99,4.6,1482,https://www.target.com/p/carol-39-s-daughter-goddess-strength-scalp-oil-and-hair-oil-deep-treatment-with-castor-oil-for-breakage-prone-hair-4-2-fl-oz/-/A-76578294#lnk=sametab,Oil,T484
For Dry Hair - Aussie Miracle Moist Intense Hydration Oil with Jojoba Oil - 3.2 fl oz,Aussie,$5.29,4.5,503,https://www.target.com/p/for-dry-hair-aussie-miracle-moist-intense-hydration-oil-with-jojoba-oil-3-2-fl-oz/-/A-75563378#lnk=sametab,Oil,T485
Hask Argan Oil Repairing Shine Hair Oil - 3.3 fl oz,Hask,$7.29,4.6,1263,https://www.target.com/p/hask-argan-oil-repairing-shine-hair-oil-3-3-fl-oz/-/A-52533039#lnk=sametab,Oil,T486
Kristin Ess Lightweight Hair Oil - Treat + Moisturize for Shiny Hair - 1.69 fl oz,Kristin Ess,$17.99,4.6,485,https://www.target.com/p/kristin-ess-subtle-shine-softening-hair-oil-1-69-fl-oz/-/A-89199283#lnk=sametab,Oil,T487
Mielle Organics Mint Almond Oil - 8 fl oz,Mielle Organics,$12.99,4.8,2119,https://www.target.com/p/mielle-organics-mint-almond-oil-8-fl-oz/-/A-50661862#lnk=sametab,Oil,T488
"Mizani 25 Miracle Nourishing Oil (4.2 oz) Lightweight, Nourishing Hair Oil | Leaves Hair Soft and Manageable | Fights Frizz | With Coconut Oil",Mizani,$25.99,4.7,5778,https://www.target.com/p/mizani-25-miracle-nourishing-oil-4-2-oz-lightweight-nourishing-hair-oil-leaves-hair-soft-and-manageable-fights-frizz-with-coconut-oil/-/A-92208261#lnk=sametab,Oil,T489
Hask Monoi Coconut Oil 5-in-1 Leave-In-Spray - 6 fl oz,Hask,$6.99,4.5,327,https://www.target.com/p/hask-monoi-coconut-oil-5-in-1-leave-in-spray-6-fl-oz/-/A-75563411#lnk=sametab,Oil,T490
Briogeo Hair Care Scalp Revival Rosemary Pre Wash Oil - 3.4 fl oz - Ulta Beauty,Briogeo Hair Care,$32.00,4.8,216,https://www.target.com/p/briogeo-hair-care-scalp-revival-rosemary-pre-wash-oil-3-4-fl-oz-ulta-beauty/-/A-90148473#lnk=sametab,Oil,T491
Mielle Organics Rosemary Mint Scalp & Edge Cleansing Hair Oil - 4 fl oz,Mielle Organics,$9.99,4.5,149,https://www.target.com/p/mielle-organics-rosemary-mint-scalp-38-edge-cleansing-hair-oil-4-fl-oz/-/A-88858996#lnk=sametab,Oil,T492
Mielle Organics Rosemary Mint Light Scalp & Hair Strengthening Oil - 2 fl oz,Mielle Organics,$9.99,4.6,346,https://www.target.com/p/mielle-organics-rosemary-mint-light-scalp-38-hair-strengthening-oil-2-fl-oz/-/A-88858994#lnk=sametab,Oil,T493
Head & Shoulders Royal Oils Scalp Elixir - 4.2 fl oz,Head & Shoulders,$9.99,4.6,277,https://www.target.com/p/head-38-shoulders-royal-oils-scalp-elixir-4-2-fl-oz/-/A-80606792#lnk=sametab,Oil,T494
"Carol's Daughter Born To Repair, Reviving Oil, 4.2 fl oz (125 ml)",Carol's Daughter,$18.38,4.5,442,https://www.target.com/p/carol-s-daughter-born-to-repair-reviving-oil-4-2-fl-oz-125-ml/-/A-90981128#lnk=sametab,Oil,T495
PATTERN Styling Custard - 15 fl oz - Ulta Beauty,PATTERN,$25.00,4.8,487,https://www.target.com/p/pattern-styling-custard-15-fl-oz-ulta-beauty/-/A-84889203#lnk=sametab,Custard,T496
Camille Rose Moroccan Pear Conditioning Custard - 12oz,Camille Rose,$12.59,4.6,274,https://www.target.com/p/camille-rose-moroccan-pear-conditioning-custard-12oz/-/A-51165788#lnk=sametab,Custard,T497
Mielle Organics Pomegranate & Honey Coil Sculpting Custard - 12oz,Mielle Organics,$13.69,4.7,1898,https://www.target.com/p/mielle-organics-pomegranate-38-honey-coil-sculpting-custard-12oz/-/A-53217140#lnk=sametab,Custard,T498
SheaMoisture Manuka Honey & Yogurt Smooth & Hold Multi-Styling Hair Mousse - 7.5 fl oz,SheaMoisture,$10.99,4.5,743,https://www.target.com/p/sheamoisture-manuka-honey-38-yogurt-smooth-38-hold-multi-styling-hair-mousse-7-5-fl-oz/-/A-86984641#lnk=sametab,Mousse,T499
Tresemme Extra Hold Hair Mousse,Tresemme,$6.99 - $7.99,4.5,1093,https://www.target.com/p/tresemme-extra-hold-hair-mousse/-/A-89430001?preselect=13075329#lnk=sametab,Mousse,T500
Tresemme Flawless Curls Hair Mousse,Tresemme,$6.99 - $7.99,4.5,1475,https://www.target.com/p/tresemme-flawless-curls-hair-mousse/-/A-89430007?preselect=13075182#lnk=sametab,Mousse,T501
The Doux Bee-Girl Curl Foam - 7 fl oz,The Doux,$13.69,4.5,403,https://www.target.com/p/the-doux-bee-girl-curl-foam-7-fl-oz/-/A-86919274#lnk=sametab,Mousse,T502
PATTERN Curl Mousse - Ulta Beauty,PATTERN,$14.00 - $23.00,4.5,679,https://www.target.com/p/pattern-curl-mousse-ulta-beauty/-/A-88857736?preselect=87924355#lnk=sametab,Mousse,T503
ORS Olive Oil Wrap/Set Mousse Set - 7 fl oz,ORS,$7.39,4.6,142,https://www.target.com/p/ors-olive-oil-wrap-set-mousse-set-7-fl-oz/-/A-13044051#lnk=sametab,Mousse,T504
Aussie Sprunch Hair Mousse - 6oz,Aussie,$5.29,4.5,214,https://www.target.com/p/aussie-sprunch-hair-mousse-6oz/-/A-86675574#lnk=sametab,Mousse,T505
The Doux Gangster Wrap Soft Hold Foam Lotion Anti-Frizz Treatment Styler - 8 fl oz,The Doux,$16.99,4.8,121,https://www.target.com/p/the-doux-gangster-wrap-soft-hold-foam-lotion-anti-frizz-treatment-styler-8-fl-oz/-/A-89325531#lnk=sametab,Mousse,T506
Got2B Glued Smooth & Hold Hair Mousse - 8oz,Got2B,$7.69,4.5,302,https://www.target.com/p/got2b-glued-smooth-38-hold-hair-mousse-8oz/-/A-89291694#lnk=sametab,Mousse,T507
Tresemme Flawless Curls Hair Mousse with Coconut and Avocado Oil - 2oz,Tresemme,$2.99,4.5,130,https://www.target.com/p/tresemme-flawless-curls-hair-mousse-with-coconut-and-avocado-oil-2oz/-/A-89526117#lnk=sametab,Mousse,T508
The Doux Mousse Def Texture Foam - 7 fl oz,The Doux,$15.79,4.6,1198,https://www.target.com/p/the-doux-mousse-def-texture-foam-7-fl-oz/-/A-52537423#lnk=sametab,Mousse,T509
Mielle Organics Pomegranate and Honey Curl Defining Mousse with Hold - 7.5 fl oz,Mielle Organics,$10.29,4.7,638,https://www.target.com/p/mielle-organics-pomegranate-and-honey-curl-defining-mousse-with-hold-7-5-fl-oz/-/A-82690441#lnk=sametab,Mousse,T510
IGK Beach Club High-Shine Air Dry Foam - 5 fl oz - Ulta Beauty,IGK,$32.00,4.5,118,https://www.target.com/p/igk-beach-club-high-shine-air-dry-foam-5-fl-oz-ulta-beauty/-/A-90542594#lnk=sametab,Mousse,T511
SheaMoisture Manuka Honey & Mafura Oil Hydrating Wrap & Set Hair Mousse - 7.5 fl oz,SheaMoisture,$7.79,4.5,704,https://www.target.com/p/sheamoisture-manuka-honey-38-mafura-oil-hydrating-wrap-38-set-hair-mousse-7-5-fl-oz/-/A-86984638#lnk=sametab,Mousse,T512
Keranique Thickening & Texturizing Hair Mousse - 3.4 fl oz,Keranique,$23.99,4.6,143,https://www.target.com/p/keranique-thickening-38-texturizing-hair-mousse-3-4-fl-oz/-/A-89382962#lnk=sametab,Mousse,T513
